"vendor_cn_date","debit_note_number","key","billed_quantity","month","vendor_name"
2024-09-16,DN201005645,"407_10570_HTH0211",8,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005620,"407_10745_PLVA220902",2,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_11160_2326302",3,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_11361_2208001519",3,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005337,"407_11632_23444264",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_11747_E2203081",2,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_1218_4230076",2,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005620,"407_124_0007",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_12682_SHTS22041",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_12872_GTKT22008",3,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_12874_GTAY22002",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005620,"407_12983_2208001498",3,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_1317_2232017G",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_13353_16TTN043",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_13353_16TTN046",4,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005620,"407_13804_1230542",2,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_13998_D2200445",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_14074_410942D7",3,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005620,"407_14074_410944D7",2,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_14231_PCH0935",2,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_14278_N2102910",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_1432_OO05",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005620,"407_14348_AZ2681016",3,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_15003_K2102145",3,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_15399_I204322",7,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_15399_I204322",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005620,"407_15399_I206322",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005620,"407_15464_I204120",10,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_1620_BRC10096B",2,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005620,"407_1620_BRC10096B",11,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_16480_D2300141",5,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_16762_FH2861023",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005620,"407_16762_FH2861023",3,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_16929_CYP2306",7,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_17156_MA102",9,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_17438_FED17",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_17956_PRKAJ20",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_18285_XD921133",4,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005337,"407_18325_YT8J23016",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005620,"407_19373_KBA2237A",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005674,"407_19910_THE22C03",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_2097_TCDT22008",3,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_2310_TKU48",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_2779_2230251",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005620,"407_2877_19210V",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_2877_19210V",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_3054_3CD0368",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_3625_DWCS0032",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_3628_E2J0546",6,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_3628_E2J0546",3,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_3628_E2J0547",3,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005620,"407_3970_20010V",20,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_4419_N2103048",4,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_4419_N2103048",5,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005620,"407_4774_FC2PC302",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005620,"407_4923_KDA2316A",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_4993_N2102067",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_510_V2101020",2,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_6017_SHV207",2,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005620,"407_6672_716SJ2212F",14,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_7774_TML2210B",7,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_8060_312AF2304F",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005620,"407_8269_MGKM22010",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005643,"407_8828_D220543",1,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005645,"407_9518_2220368",3,Sep-2024,SHRIJI PHARMA
2024-09-16,DN201005365,"417_1502_GT24208",1,Sep-2024,VPD MEDI INDIA PRIVATE LIMITED
2024-09-16,DN201005425,"424_1321_2330065N",5,Sep-2024,MONO PHARMACARE LIMITED
2024-09-16,DN201005425,"424_5113_HC6733",1,Sep-2024,MONO PHARMACARE LIMITED
2024-09-16,DN201005425,"424_5530_SDM0323",7,Sep-2024,MONO PHARMACARE LIMITED
2024-09-17,DN201005386,"357_23490_V2400535",1,Sep-2024,DHRUVI HEALTHCARE PVT LTD
2024-09-17,DN301006828,"369_11152_A23001SU",10,Sep-2024,K S PHARMA
2024-09-17,DN301006828,"369_11152_A23019SU",4,Sep-2024,K S PHARMA
2024-09-17,DN301006828,"369_17134_DYM2105",1,Sep-2024,K S PHARMA
2024-09-17,DN301006833,"369_17134_DYM2105",2,Sep-2024,K S PHARMA
2024-09-17,DN301006833,"369_1842_CSY22001",1,Sep-2024,K S PHARMA
2024-09-17,DN301006828,"369_1844_CSA22015",2,Sep-2024,K S PHARMA
2024-09-17,DN301006833,"369_19468_AYH0284",1,Sep-2024,K S PHARMA
2024-09-17,DN301006828,"369_2741_A104234",1,Sep-2024,K S PHARMA
2024-09-17,DN301006828,"369_3894_OE209A",2,Sep-2024,K S PHARMA
2024-09-17,DN301006833,"369_3894_OE209A",5,Sep-2024,K S PHARMA
2024-09-17,DN301006828,"369_3894_V220771",2,Sep-2024,K S PHARMA
2024-09-17,DN301006828,"369_5232_A104375",9,Sep-2024,K S PHARMA
2024-09-17,DN301006833,"369_6821_Z05BL21006",6,Sep-2024,K S PHARMA
2024-09-17,DN301006828,"369_9192_14TNS112",2,Sep-2024,K S PHARMA
2024-09-17,DN301006833,"369_9192_14TNS112",1,Sep-2024,K S PHARMA
2024-09-17,DN201005374,"370_10798_51524QU",1,Sep-2024,K B SHAH AND CO
2024-09-17,DN201005384,"386_4837_NZF7D37",1,Sep-2024,PARAS DISTRIBUTORS
2024-09-17,DN201005832,"399_1011_SA12504",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005821,"399_10175_EJZ0037",7,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_10414_JME0241A",5,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_10586_SID2569A",12,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_10606_G22PAP002",9,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_10616_JBC8J001",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_10632_SIC2929A",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_10637_TOR22I048",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_10772_GTD2022A",12,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_10893_P0122H942",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_10936_N2102585",10,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_11065_G22RMA019",4,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_11087_SID2391A",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_11149_A202855",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_11149_A203744",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_11151_A203013",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_11183_E2103155",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_11256_K2300704",8,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005828,"399_11438_GKD1400A",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_11463_N2102952",6,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_11575_23S2GCA240",3,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_11575_23S2GCA242",3,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_11579_ROC11",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_11661_KRV2304A",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_11755_GKD1699A",6,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_11759_SID0582A",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_11764_2DS1J005",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_12001_14TSD221",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_1204_WBAAC020",8,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_1204_WBAAC022",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_1210_AZT220904",5,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_12229_RS266",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_12402_SID2708A",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_12641_GTD1801A",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_12754_GKD1762A",3,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_12755_GKD1206A",3,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_12796_BA22257",3,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_12985_2208001415",3,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_12996_18210921",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_13055_B8HQV020",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005828,"399_13055_B8HQV021",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_13113_2C11J014",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_13113_2MJ3K001",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_13113_2MJ3K005",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_13118_TCH220903",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_13140_SPK221664",7,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_13213_I202651",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_13252_EL702",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_13343_A710442",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_13453_TTF142",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_13453_TTF144",8,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_13492_BA30770",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_13492_BA30770",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_1350_GTE0543A",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_1356_23S1GTA305",16,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_1357_23S1GTA270",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_1357_23S1GTA270",16,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_13626_U102536",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_13671_2DD1H002",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_13672_2DD8H008",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_13673_2DC2J002",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_13673_2J78J003",4,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_13852_28024129",3,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_13946_TTE2201",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_13961_FHY0602",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_14069_BRB09009C",4,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_14116_PCAZE22106",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_14135_OBK6J004",4,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_1419_GKD1758A",21,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_14245_2208001526",5,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_1427_2173J017",3,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_1427_2173J018",12,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_14364_N2102951",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005829,"399_14483_KVJ2231B",6,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_15059_K2101766",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_15190_ZVS23181",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_15335_N2202849N",11,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_15339_N2202920",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_15456_I203534",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_15711_18220653",21,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_15711_18220710",10,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_15711_18220772",7,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_15932_23S2GCA266",11,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_15977_SID2797A",15,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_16404_PGA0022",9,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_16404_PGA0023",8,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005910,"399_16640_18220692",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_16733_VZAE20",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_17051_AT2004",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_17151_ZDG2222",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_17391_UBT21439",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_17397_CMW9J012",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_17931_EMV221303",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_19306_K2102161",12,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_19487_22442667",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_19906_GKD0999A",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_2151_A1AEW011",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_2151_A1AEW013",3,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_2325_K4T22113",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_2404_SB11113",3,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_2409_SB11266",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_2420_CGL4JC1Q",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_2469_TF23C107",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_2469_TF23C124",5,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_2555_N2102850",6,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005828,"399_2558_2HW6J007",6,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_2590_J303411",4,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_2591_J303520",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_2593_SGWL0082",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_288_A22169SU",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_3060_722200538",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_3100_GKD1567A",3,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_3102_FHZ0809",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_3129_GTE0502A",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_3186_FM9087",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_3270_2X84K011",4,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005828,"399_3271_2X83K055",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_3301_I103444",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_3301_I103795",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_3307_I104164",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_3503_CJY8J009",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_3504_2T15H012",3,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_3642_T960J008",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_3755_SIE0249A",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_3772_SA22344",5,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_380_2NG042",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_3858_AB2034",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_3962_DD123137",3,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_3962_DD123137",3,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_4045_V2201193",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_4047_N2102577",4,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_4136_22S2HTA795",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005844,"399_4560_3044C82304",5,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_4935_GTD1789B",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005828,"399_5074_TT22131",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_5076_TT22141",6,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_5112_2395005F",6,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_516_SID2558A",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005819,"399_52_ATGP22018",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_5464_FT40222009",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_5889_56001104",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_5889_56001161",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_5941_GU2133",4,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_5988_C9AKV017",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_6282_A0030005",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_6282_H32227",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005832,"399_640_N2102535",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_6412_DD122152",3,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_705_AA30004",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_7179_L820978",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_7237_SID2398A",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_7368_GLNC22002",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_7449_JKDF22003",4,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_7662_C2WBL08",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_771_GTD2169A",10,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_8091_BSX1316",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005383,"399_8521_GKD2024A",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005829,"399_8523_GTC0729A",10,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005913,"399_8531_AFB22G61",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005887,"399_8681_K2101749",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_9004_GHXD0001",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_9126_SID2674A",6,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005911,"399_9775_PXCAB34",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005825,"399_9878_ABMD0001",1,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005872,"399_9878_ABMD0002",2,Sep-2024,SHAH KOTHARI BROS
2024-09-17,DN201005387,"400_19526_N2303173",1,Sep-2024,SHAH MEDICAL STORE
2024-09-17,DN201005376,"401_7211_LBB24001",1,Sep-2024,SHARDA MEDICAL AGENCY (E)
2024-09-17,DN201005402,"413_23045_074D008",1,Sep-2024,UNITY AGENCY
2024-09-17,DN201005389,"417_6288_D688204C",105,Sep-2024,VPD MEDI INDIA PRIVATE LIMITED
2024-09-17,DN201005474,"424_1321_2330065N",4,Sep-2024,MONO PHARMACARE LIMITED
2024-09-17,DN201005474,"424_17375_DRC10331B",1,Sep-2024,MONO PHARMACARE LIMITED
2024-09-17,DN201005474,"424_19603_GCRM23003",2,Sep-2024,MONO PHARMACARE LIMITED
2024-09-17,DN201005474,"424_5113_HC6733",1,Sep-2024,MONO PHARMACARE LIMITED
2024-09-17,DN201005474,"424_5530_SDM0323",3,Sep-2024,MONO PHARMACARE LIMITED
2024-09-17,DN201005474,"424_8967_NZC22007",2,Sep-2024,MONO PHARMACARE LIMITED
2024-09-17,DN201005474,"424_9143_A08932305",1,Sep-2024,MONO PHARMACARE LIMITED
2024-09-18,DN201005412,"347_9144_OHE6L011",1,Sep-2024,ARHAM AGENCY
2024-09-18,DN201005855,"370_10442_GTD2067A",3,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005814,"370_1073_MA343",1,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005814,"370_11270_GRAX23007",1,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005855,"370_11889_63430",1,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005814,"370_1228_4230062",3,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005855,"370_1228_4230064",3,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005814,"370_1228_4230064",11,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005814,"370_12874_GTYA22001",1,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005814,"370_12874_GTYA22004",2,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005814,"370_13251_WA8W",1,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005814,"370_13503_FTA0015",1,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005814,"370_14557_673F012",2,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005814,"370_1482_XC3V",1,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005814,"370_1506_PFOAU31",1,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005920,"370_15546_PCV005",6,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005814,"370_16282_852200733",2,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005854,"370_17764_J50004MN1",1,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005854,"370_17940_ARGL0123",1,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005855,"370_18800_EMV221441",1,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005814,"370_2640_EJ2314",3,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005855,"370_3733_TDMR1436",1,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005855,"370_3922_APB23019",2,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005855,"370_4034_2B5S",1,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005855,"370_4168_51021MN1",1,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005814,"370_471_DPD230828",2,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005855,"370_4771_SN21719",7,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005814,"370_5393_D2AGV034",1,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005814,"370_6282_A0030005",3,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005854,"370_642_NACS442",8,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005855,"370_6585_GTD2160A",3,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005855,"370_6951_Z05CL22002",1,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005855,"370_6964_SA22584",5,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005814,"370_7178_L821004",5,Sep-2024,K B SHAH AND CO
2024-09-18,DN201005855,"370_767_49001808",1,Sep-2024,K B SHAH AND CO
