PN_Date,CN_Date,Pick_Note,Credit_Note,Key,Vendor,Original_PN_Qty,Original_CN_Qty,PN_Qty,CN_Qty,PN_Remaining,CN_Remaining,Remarks
,2024-09-12,,DN201005800,370_8222_ELR6AK1001,K B SHAH AND CO,0,2,0,2,0,2,CN Exceeds
,2024-09-11,,DN201005769,399_5855_22R074,SHAH KOTHARI BROS,0,1,0,1,0,1,CN Exceeds
,2024-09-11,,DN201005824,399_5855_22R074,SHAH KOTHARI BROS,0,1,0,1,0,1,CN Exceeds
2024-12-17,,PR201009180,,370_9705_K05W001,K B SHAH AND CO,1,0,1,0,1,0,PN Exceeds
,2024-09-21,,DN201005481,380_23053_TT22046,MAYUR MEDICAL AGENCY PRIVATE LIMITED,0,1,0,1,0,1,CN Exceeds
2024-11-14,2024-11-15,PR201008672,DN201006609,370_17230_54001MN1,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-10-10,2024-12-09,PR201008316,DN301006783,413_9341_E21540,UNITY AGENCY,3,3,3,3,0,0,Exact Match
2024-10-06,2024-10-09,PR201008149,DN201006201,399_9192_14TNS114,SHAH KOTHARI BROS,1,1,1,1,0,0,Exact Match
2024-10-23,2024-11-19,PR201008434,DN201006529,399_9192_14TNS114,SHAH KOTHARI BROS,2,4,2,2,0,2,CN Exceeds
2024-11-14,2024-11-29,PR201008707,DN201006562,399_9192_14TNS114,SHAH KOTHARI BROS,4,2,4,4,0,0,Exact Match
2024-10-06,2024-10-11,PR201008170,DN201006198,370_2930_GCRE22003,K B SHAH AND CO,7,7,7,7,0,0,Exact Match
2024-12-12,,PR201009042,,341_1675_PEHAO14,DHRUVI PHARMA PVT LTD,2,0,2,0,2,0,PN Exceeds
2024-10-04,2024-11-07,PR201008098,DN201006030,370_20493_OTIS0013,K B SHAH AND CO,6,6,6,6,0,0,Exact Match
2024-12-17,,PR201009202,,400_7011_EO253,SHAH MEDICAL STORE,1,0,1,0,1,0,PN Exceeds
2024-11-14,2024-12-09,PR201008716,DN301006706,407_9994_NB23045,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
2024-11-16,2024-12-09,PR201008795,DN301006868,407_9994_NB23045,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
2024-11-16,2024-11-19,PR201008755,DN201006186,322_9157_RCA0014,AHMEDABAD MEDICAL CORPORATION,1,1,1,1,0,0,Exact Match
2024-11-07,,PR201008576,,369_10503_J202158,K S PHARMA,2,0,2,0,2,0,PN Exceeds
2024-11-14,,PR201008658,,369_10503_J202158,K S PHARMA,1,0,1,0,1,0,PN Exceeds
2024-12-12,,PR201009118,,400_9708_ODZ230101,SHAH MEDICAL STORE,3,0,3,0,3,0,PN Exceeds
,2024-09-18,,DN201005855,370_10442_GTD2067A,K B SHAH AND CO,0,3,0,3,0,3,CN Exceeds
2024-10-06,2024-10-11,PR201008172,DN201006295,370_3710_DXLF22050,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-12-12,,PR201009064,,370_15892_ALT230064,K B SHAH AND CO,4,0,4,0,4,0,PN Exceeds
2024-11-06,2024-11-08,PR201008545,DN201006356,370_237_SA31420,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-12-12,,PR201009118,,400_14658_2KW3K001,SHAH MEDICAL STORE,1,0,1,0,1,0,PN Exceeds
2024-10-10,2024-11-19,PR201008259,DN301006743,370_12755_GKD2126A,K B SHAH AND CO,9,6,6,6,3,0,PN Exceeds
2024-12-12,,PR201009116,,400_634_N2300065,SHAH MEDICAL STORE,1,0,1,0,1,0,PN Exceeds
2024-12-17,,PR201009202,,400_634_N2300065,SHAH MEDICAL STORE,4,0,4,0,4,0,PN Exceeds
2024-11-16,2024-12-07,PR201008754,DN301006709,407_15548_FTG008,SHRIJI PHARMA,2,2,2,2,0,0,Exact Match
2024-12-18,,PR201009234,,370_14565_2230161,K B SHAH AND CO,4,0,4,0,4,0,PN Exceeds
2024-10-06,2024-10-17,PR201008212,DN201006072,407_507_HTG0186,SHRIJI PHARMA,2,2,2,2,0,0,Exact Match
2024-11-14,2024-12-07,PR201008713,DN301006709,407_507_HTG0186,SHRIJI PHARMA,1,4,1,1,0,3,CN Exceeds
2024-11-16,,PR201008794,,407_507_HTG0186,SHRIJI PHARMA,3,0,3,3,0,0,Exact Match
2024-10-06,,PR201008163,,359_16474_S22106409K,D K PHARMA,3,0,3,0,3,0,PN Exceeds
2024-12-09,2024-12-09,PR201009020,DN201006428,371_9499_NK531,K.CHIMANLAL  CO,2,2,2,2,0,0,Exact Match
,2024-09-11,,DN201005824,399_16722_22S2GTC759,SHAH KOTHARI BROS,0,11,0,11,0,11,CN Exceeds
,2024-09-09,,DN201005200,417_3400_DMBS0093,VPD MEDI INDIA PRIVATE LIMITED,0,1,0,1,0,1,CN Exceeds
,2024-10-02,,DN201006137,370_13300_G104193,K B SHAH AND CO,0,6,0,6,0,6,CN Exceeds
2024-12-12,,PR201009070,,370_8235_PGX3001,K B SHAH AND CO,2,0,2,0,2,0,PN Exceeds
2024-10-10,2024-10-12,PR201008301,DN201006213,399_10033_GE4453,SHAH KOTHARI BROS,2,2,2,2,0,0,Exact Match
2024-12-12,,PR201009126,,407_2691_010E2304,SHRIJI PHARMA,2,0,2,0,2,0,PN Exceeds
,2024-09-16,,DN201005517,346_7125_BA22174,ANGI AGENCY NEW,0,44,0,44,0,44,CN Exceeds
,2024-11-23,,DN201006402,346_7125_BA22174,ANGI AGENCY NEW,0,4,0,4,0,4,CN Exceeds
2024-12-17,,PR201009185,,370_6289_A0010014,K B SHAH AND CO,2,0,2,0,2,0,PN Exceeds
,2024-09-19,,DN201005860,370_12520_BPSB22142,K B SHAH AND CO,0,3,0,3,0,3,CN Exceeds
,2024-09-17,,DN201005887,399_2151_A1AEW011,SHAH KOTHARI BROS,0,1,0,1,0,1,CN Exceeds
2024-10-23,2024-11-08,PR201008417,DN201006591,370_13045_B5IAV253,K B SHAH AND CO,2,3,2,2,0,1,CN Exceeds
2024-10-10,2024-10-11,PR201008265,DN201006331,370_239_CGY1149,K B SHAH AND CO,2,2,2,2,0,0,Exact Match
2024-12-17,,PR201009181,,370_10874_GPLU22004,K B SHAH AND CO,1,0,1,0,1,0,PN Exceeds
2024-10-06,2024-11-19,PR201008183,DN201006664,380_813_AF2105,MAYUR MEDICAL AGENCY PRIVATE LIMITED,1,1,1,1,0,0,Exact Match
2024-12-12,,PR201009078,,371_11105_KRN2213A,K.CHIMANLAL  CO,2,0,2,0,2,0,PN Exceeds
2024-12-17,,PR201009197,,399_10223_GTE0057A,SHAH KOTHARI BROS,2,0,2,0,2,0,PN Exceeds
2024-10-23,,PR201008436,,404_9685_TOG21003A,SHRIJI DISTRIBUTORS,4,0,4,0,4,0,PN Exceeds
,2024-09-19,,DN201005856,370_18800_EMV221595,K B SHAH AND CO,0,1,0,1,0,1,CN Exceeds
2024-11-07,2024-12-06,PR201008614,DN301006782,413_5838_21238,UNITY AGENCY,1,1,1,1,0,0,Exact Match
2024-11-14,2024-12-09,PR201008718,DN301006780,413_5838_21238,UNITY AGENCY,6,6,6,6,0,0,Exact Match
2024-10-06,2024-11-20,PR201008209,DN201006618,404_12509_U202691,SHRIJI DISTRIBUTORS,1,1,1,1,0,0,Exact Match
2024-11-14,2024-11-25,PR201008711,DN201006626,404_12509_U202691,SHRIJI DISTRIBUTORS,2,1,1,1,1,0,PN Exceeds
2024-11-20,,PR201008871,,404_12509_U202691,SHRIJI DISTRIBUTORS,1,0,0,0,2,0,PN Exceeds
2024-12-27,,PR201009336,,404_12509_U202691,SHRIJI DISTRIBUTORS,1,0,0,0,3,0,PN Exceeds
2024-11-14,2024-11-19,PR201008666,DN301006774,370_13054_B1IAV192,K B SHAH AND CO,3,3,3,3,0,0,Exact Match
2024-10-04,2024-11-07,PR201008097,DN201006031,370_21775_R23435101,K B SHAH AND CO,3,3,3,3,0,0,Exact Match
2024-11-07,,PR201008599,,397_3553_TPDBB2229,SANJIVANI MEDICINES PRIVATE LIMITED,10,0,10,0,10,0,PN Exceeds
,2024-09-25,,DN201005710,413_8124_TP22KLS142,UNITY AGENCY,0,1,0,1,0,1,CN Exceeds
2024-10-10,2024-11-08,PR201008261,DN201006406,370_3921_APE23008,K B SHAH AND CO,2,2,2,2,0,0,Exact Match
2024-10-06,2024-10-09,PR201008205,DN201006204,399_6706_KCT22048,SHAH KOTHARI BROS,1,1,1,1,0,0,Exact Match
2024-10-06,2024-11-23,PR201008178,DN301006910,371_11663_23S2GCA384,K.CHIMANLAL  CO,2,2,2,2,0,0,Exact Match
2024-11-07,2024-11-28,PR201008607,DN201006537,399_15487_D476413,SHAH KOTHARI BROS,5,5,5,5,0,0,Exact Match
2024-11-14,2024-12-07,PR201008714,DN301006787,407_17108_23512V,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
,2024-11-20,,DN201006507,356_13110_WNG0198,ATUL MEDICAL AGENCY,0,3,0,3,0,3,CN Exceeds
,2025-01-06,,DN301006758,371_15786_UGT241621,K.CHIMANLAL  CO,0,2,0,2,0,2,CN Exceeds
2024-11-14,2024-11-30,PR201008698,DN201006571,399_5875_28023832,SHAH KOTHARI BROS,3,3,3,3,0,0,Exact Match
2024-10-06,,PR201008165,,369_14240_Z239,K S PHARMA,1,0,1,0,1,0,PN Exceeds
2024-12-12,2024-12-26,PR201009128,DN301006889,413_17873_ART1000,UNITY AGENCY,1,1,1,1,0,0,Exact Match
,2025-01-20,,DN301006883,371_1336_BMD20,K.CHIMANLAL  CO,0,3,0,3,0,3,CN Exceeds
2024-11-16,2024-11-30,PR201008789,DN201006564,399_5868_60000185,SHAH KOTHARI BROS,1,1,1,1,0,0,Exact Match
2024-12-17,,PR201009200,,399_5730_SIE0057A,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
,2024-12-06,,DN201006473,375_15544_BRB09039C,MAHENDRA MEDICINES,0,1,0,1,0,1,CN Exceeds
,2024-09-19,,DN201006096,404_10678_2KD1J003,SHRIJI DISTRIBUTORS,0,1,0,1,0,1,CN Exceeds
,2024-09-16,,DN201005643,407_13353_16TTN046,SHRIJI PHARMA,0,4,0,4,0,4,CN Exceeds
2024-10-06,2024-10-11,PR201008170,DN201006198,370_15368_Z01CL22027,K B SHAH AND CO,3,3,3,3,0,0,Exact Match
2024-11-14,2024-11-19,PR201008667,DN301006777,370_15368_Z01CL22027,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-12-18,,PR201009233,,370_15368_Z01CL22027,K B SHAH AND CO,1,0,0,0,1,0,PN Exceeds
2024-12-12,,PR201009103,,399_3172_K2300123,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
2024-10-06,2024-10-11,PR201008136,DN201006294,370_11552_SID3171A,K B SHAH AND CO,1,3,1,1,0,2,CN Exceeds
2024-10-10,2024-10-11,PR201008269,DN201006218,370_11552_SID3171A,K B SHAH AND CO,3,1,3,3,0,0,Exact Match
2024-10-23,2024-11-08,PR201008417,DN201006591,370_11552_SID3171A,K B SHAH AND CO,3,1,1,1,2,0,PN Exceeds
2024-11-07,2024-11-15,PR201008580,DN201006635,370_11552_SID3171A,K B SHAH AND CO,2,2,2,2,2,0,PN Exceeds
2024-11-14,2024-11-19,PR201008667,DN301006777,370_11552_SID3171A,K B SHAH AND CO,8,8,8,8,2,0,PN Exceeds
2024-12-26,,PR201009323,,370_11552_SID3171A,K B SHAH AND CO,3,0,0,0,5,0,PN Exceeds
,2024-10-01,,DN201005980,388_3870_SN12029,PHARMA DISTRIBUTOR,0,2,0,2,0,2,CN Exceeds
,2024-10-01,,DN201005981,388_3870_SN12029,PHARMA DISTRIBUTOR,0,8,0,8,0,8,CN Exceeds
2024-10-07,2024-10-07,PR201008222,DN201005673,357_5542_QZ10151,DHRUVI HEALTHCARE PVT LTD,1,1,1,1,0,0,Exact Match
2024-10-06,2024-11-01,PR201008190,DN201006312,388_9367_S2387308E,PHARMA DISTRIBUTOR,1,1,1,1,0,0,Exact Match
2024-10-06,2024-10-11,PR201008175,DN201006219,370_7456_Z05CD21008,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-12-12,2024-12-23,PR201009083,DN301006888,378_4612_GEZS22003,MAHESH MEDICAL STORES,1,1,1,1,0,0,Exact Match
,2024-09-14,,DN201006056,386_14074_410943D7,PARAS DISTRIBUTORS,0,1,0,1,0,1,CN Exceeds
,2024-09-12,,DN201005618,357_1868_379EL2216,DHRUVI HEALTHCARE PVT LTD,0,4,0,4,0,4,CN Exceeds
,2024-09-11,,DN201005596,357_9079_11F6Y,DHRUVI HEALTHCARE PVT LTD,0,1,0,1,0,1,CN Exceeds
,2024-10-01,,DN201005952,400_8906_WBNTC015,SHAH MEDICAL STORE,0,3,0,3,0,3,CN Exceeds
,2024-10-01,,DN201005948,400_8906_WBNTC015,SHAH MEDICAL STORE,0,1,0,1,0,1,CN Exceeds
,2024-09-20,,DN201006080,404_17967_MC22929,SHRIJI DISTRIBUTORS,0,3,0,3,0,3,CN Exceeds
2024-10-23,2024-11-20,PR201008425,DN201006580,386_17865_YTQS22003,PARAS DISTRIBUTORS,1,1,1,1,0,0,Exact Match
,2024-09-14,,DN201005797,370_2269_SXD2500A,K B SHAH AND CO,0,1,0,1,0,1,CN Exceeds
2024-10-04,2024-11-09,PR201008096,DN201006039,370_20046_C51135,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-12-17,,PR201009184,,370_8813_SSJ0079,K B SHAH AND CO,5,0,5,0,5,0,PN Exceeds
,2024-09-17,,DN201005872,399_3102_FHZ0809,SHAH KOTHARI BROS,0,2,0,2,0,2,CN Exceeds
,2024-09-26,,DN301006825,369_754_A22430TM,K S PHARMA,0,1,0,1,0,1,CN Exceeds
2024-11-14,,PR201008682,,386_8647_B0AEV067,PARAS DISTRIBUTORS,1,0,1,0,1,0,PN Exceeds
2024-12-12,,PR201009073,,370_9166_ACG22002,K B SHAH AND CO,3,0,3,0,3,0,PN Exceeds
2024-10-09,2024-10-10,PR201008247,DN201005697,378_23218_YN0424108,MAHESH MEDICAL STORES,2,2,2,2,0,0,Exact Match
2024-11-30,2024-11-30,PR201008936,DN201006341,404_7617_BP301,SHRIJI DISTRIBUTORS,1,1,1,1,0,0,Exact Match
2024-12-02,2024-12-02,PR201008948,DN201006359,404_7617_BP301,SHRIJI DISTRIBUTORS,1,1,1,1,0,0,Exact Match
2024-12-17,,PR201009200,,399_9550_CTV2202,SHAH KOTHARI BROS,1,0,1,0,1,0,PN Exceeds
,2024-09-13,,DN201005839,399_6444_BEZ1146,SHAH KOTHARI BROS,0,1,0,1,0,1,CN Exceeds
2024-10-06,,PR201008158,,345_11330_T221410,HARIKRUPA CHEMIST,2,0,2,0,2,0,PN Exceeds
,2024-09-12,,DN201005618,357_18225_713D001,DHRUVI HEALTHCARE PVT LTD,0,2,0,2,0,2,CN Exceeds
2024-10-23,2024-11-08,PR201008415,DN201006354,370_8657_B5AEV077,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-10-25,2024-10-25,PR201008473,DN201005912,400_16337_BRB12110A,SHAH MEDICAL STORE,5,5,5,5,0,0,Exact Match
2024-11-14,,PR201008709,,400_16337_BRB12110A,SHAH MEDICAL STORE,1,0,0,0,1,0,PN Exceeds
2024-10-10,2024-11-01,PR201008307,DN201006314,400_10295_MRJ0269,SHAH MEDICAL STORE,2,2,2,2,0,0,Exact Match
,2024-12-16,,DN301006849,407_2864_ME202302,SHRIJI PHARMA,0,2,0,2,0,2,CN Exceeds
2024-12-12,,PR201009063,,370_5884_E5GKW002,K B SHAH AND CO,5,0,5,0,5,0,PN Exceeds
2024-12-18,,PR201009272,,404_5327_N2203277,SHRIJI DISTRIBUTORS,1,0,1,0,1,0,PN Exceeds
2024-10-06,2024-10-08,PR201008188,DN201006576,386_9962_IE842009,PARAS DISTRIBUTORS,3,3,3,3,0,0,Exact Match
2024-10-23,2024-11-20,PR201008426,DN201006579,386_9962_IE842009,PARAS DISTRIBUTORS,2,2,2,2,0,0,Exact Match
2024-12-06,2024-12-24,PR201008979,DN301006779,357_2463_K2400277,DHRUVI HEALTHCARE PVT LTD,3,3,3,3,0,0,Exact Match
,2024-09-13,,DN201005937,371_314_02A21022,K.CHIMANLAL  CO,0,6,0,6,0,6,CN Exceeds
2024-12-12,2024-12-20,PR201009123,DN301006870,407_3137_VS232109,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
,2024-09-20,,DN201005925,370_18661_H2HQV014,K B SHAH AND CO,0,1,0,1,0,1,CN Exceeds
2024-11-14,2024-11-15,PR201008660,DN201006603,370_13055_B8HQV028,K B SHAH AND CO,8,8,8,8,0,0,Exact Match
2024-11-20,,PR201008828,,370_13055_B8HQV028,K B SHAH AND CO,1,0,0,0,1,0,PN Exceeds
2024-10-10,,PR201008291,,397_4554_2230C59904,SANJIVANI MEDICINES PRIVATE LIMITED,2,0,2,0,2,0,PN Exceeds
2024-10-23,,PR201008428,,397_4554_2230C59904,SANJIVANI MEDICINES PRIVATE LIMITED,1,0,1,0,1,0,PN Exceeds
2024-10-30,2024-10-31,PR201008523,DN201006007,401_439_K2401108,SHARDA MEDICAL AGENCY (E),1,1,1,1,0,0,Exact Match
,2024-09-14,,DN201006060,386_8264_BT206,PARAS DISTRIBUTORS,0,1,0,1,0,1,CN Exceeds
2024-11-14,2024-11-17,PR201008655,DN201006448,357_2048_HC23038,DHRUVI HEALTHCARE PVT LTD,1,1,1,1,0,0,Exact Match
,2024-09-16,,DN201005518,346_7128_BA22621,ANGI AGENCY NEW,0,4,0,4,0,4,CN Exceeds
,2024-09-16,,DN201005520,346_7128_BA22621,ANGI AGENCY NEW,0,2,0,2,0,2,CN Exceeds
,2024-09-16,,DN201005521,346_7128_BA22621,ANGI AGENCY NEW,0,4,0,4,0,4,CN Exceeds
2024-12-12,,PR201009061,,370_19046_AMOS0020,K B SHAH AND CO,30,0,30,0,30,0,PN Exceeds
2024-12-12,,PR201009072,,370_19046_AMOS0020,K B SHAH AND CO,26,0,26,0,26,0,PN Exceeds
2024-12-17,,PR201009183,,370_19046_AMOS0020,K B SHAH AND CO,11,0,11,0,11,0,PN Exceeds
2024-12-17,,PR201009180,,370_19046_AMOS0020,K B SHAH AND CO,1,0,1,0,1,0,PN Exceeds
2024-12-18,,PR201009231,,370_19046_AMOS0020,K B SHAH AND CO,9,0,9,0,9,0,PN Exceeds
,2024-09-16,,DN201005367,357_15416_BC418,DHRUVI HEALTHCARE PVT LTD,0,1,0,1,0,1,CN Exceeds
2024-12-18,,PR201009241,,371_7703_LMT22023C,K.CHIMANLAL  CO,1,0,1,0,1,0,PN Exceeds
2024-10-03,2024-10-18,PR201008029,DN201006243,399_23505_BIUB23035,SHAH KOTHARI BROS,1,1,1,1,0,0,Exact Match
,2024-09-17,,DN301006828,369_1844_CSA22015,K S PHARMA,0,2,0,2,0,2,CN Exceeds
2024-10-04,2024-11-07,PR201008098,DN201006030,370_12861_2305102H,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-11-07,2024-11-19,PR201008578,DN301006773,370_8110_GT20242,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-12-26,,PR201009323,,370_1228_1F0140,K B SHAH AND CO,1,0,1,0,1,0,PN Exceeds
2024-11-07,,PR201008610,,404_5089_TT23062,SHRIJI DISTRIBUTORS,1,0,1,0,1,0,PN Exceeds
2024-12-12,,PR201009122,,404_5089_TT23062,SHRIJI DISTRIBUTORS,2,0,2,0,2,0,PN Exceeds
,2024-09-11,,DN201005773,399_3857_D51137,SHAH KOTHARI BROS,0,1,0,1,0,1,CN Exceeds
2024-11-20,2024-11-20,PR201008878,DN201006146,386_17941_G4AQW007,PARAS DISTRIBUTORS,3,3,3,3,0,0,Exact Match
2024-10-10,2024-10-12,PR201008295,DN201006224,399_2590_J303993,SHAH KOTHARI BROS,2,2,2,2,0,0,Exact Match
2024-11-16,2024-11-30,PR201008783,DN201006543,399_867_RAH22008,SHAH KOTHARI BROS,4,4,4,4,0,0,Exact Match
2024-12-06,2024-12-09,PR201008982,DN301006708,407_2771_VBLA3003,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
,2024-12-06,,DN201006481,375_10863_N2200797,MAHENDRA MEDICINES,0,2,0,2,0,2,CN Exceeds
2024-12-12,,PR201009071,,370_14557_673J077,K B SHAH AND CO,1,0,1,0,1,0,PN Exceeds
2024-12-12,,PR201009115,,399_14917_XPP23004TP,SHAH KOTHARI BROS,2,0,2,0,2,0,PN Exceeds
2024-11-16,2024-11-30,PR201008786,DN201006570,399_13572_K2202480,SHAH KOTHARI BROS,1,1,1,1,0,0,Exact Match
,2024-09-13,,DN201005541,356_4184_2I464,ATUL MEDICAL AGENCY,0,5,0,5,0,5,CN Exceeds
2024-10-06,2024-10-11,PR201008176,DN201006196,370_9912_C5IBV024,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-12-18,2024-12-19,PR201009279,DN201006519,407_9024_23S3GTA210,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
,2024-09-17,,DN301006833,369_6821_Z05BL21006,K S PHARMA,0,6,0,6,0,6,CN Exceeds
,2024-09-11,,DN201005802,370_16516_2T23044,K B SHAH AND CO,0,2,0,2,0,2,CN Exceeds
2024-10-10,2024-10-11,PR201008269,DN201006294,370_18425_EN061,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-11-07,2024-11-15,PR201008584,DN201006652,370_18231_56AW04,K B SHAH AND CO,3,3,3,3,0,0,Exact Match
2024-10-06,2024-10-09,PR201008155,DN201005753,322_4489_S201605,AHMEDABAD MEDICAL CORPORATION,9,9,9,9,0,0,Exact Match
2024-11-14,2024-11-29,PR201008648,DN201006548,322_4489_S201605,AHMEDABAD MEDICAL CORPORATION,1,1,1,1,0,0,Exact Match
,2024-09-10,,DN201005806,370_18728_Q2AFV003,K B SHAH AND CO,0,3,0,3,0,3,CN Exceeds
,2024-09-01,,DN201005467,388_14081_220910720,PHARMA DISTRIBUTOR,0,20,0,20,0,20,CN Exceeds
2024-12-12,,PR201009121,,404_11551_SIE0253A,SHRIJI DISTRIBUTORS,3,0,3,0,3,0,PN Exceeds
2024-12-17,,PR201009204,,404_11551_SIE0253A,SHRIJI DISTRIBUTORS,1,0,1,0,1,0,PN Exceeds
2024-12-18,,PR201009272,,404_11551_SIE0253A,SHRIJI DISTRIBUTORS,10,0,10,0,10,0,PN Exceeds
,2024-09-14,,DN201006060,386_15006_K2101968,PARAS DISTRIBUTORS,0,3,0,3,0,3,CN Exceeds
2024-10-04,2024-10-04,PR201008107,DN201005633,407_9159_07105X,SHRIJI PHARMA,2,2,2,2,0,0,Exact Match
2024-10-06,,PR201008158,,345_13963_T2047,HARIKRUPA CHEMIST,2,0,2,0,2,0,PN Exceeds
2024-11-14,2024-11-19,PR201008667,DN301006777,370_10470_48017928,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-10-10,,PR201008291,,397_5100_AT201121,SANJIVANI MEDICINES PRIVATE LIMITED,1,0,1,0,1,0,PN Exceeds
2024-10-23,2024-12-09,PR201008437,DN301006844,407_13500_21111V,SHRIJI PHARMA,3,3,3,3,0,0,Exact Match
2024-11-06,2024-11-08,PR201008545,DN201006356,370_14842_GT2881,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-11-06,2024-11-19,PR201008535,DN201006186,322_13492_BA31427,AHMEDABAD MEDICAL CORPORATION,1,1,1,1,0,0,Exact Match
2024-11-14,2024-11-27,PR201008648,DN201006449,322_13492_BA31427,AHMEDABAD MEDICAL CORPORATION,5,1,1,1,4,0,PN Exceeds
2024-11-16,2024-11-29,PR201008755,DN201006548,322_13492_BA31427,AHMEDABAD MEDICAL CORPORATION,1,5,5,5,0,0,Exact Match
2024-11-20,2024-12-23,PR201008826,DN301006668,322_13492_BA31427,AHMEDABAD MEDICAL CORPORATION,1,1,1,1,0,0,Exact Match
2024-12-12,,PR201009041,,322_13492_BA31427,AHMEDABAD MEDICAL CORPORATION,1,0,0,0,1,0,PN Exceeds
2024-12-17,,PR201009200,,399_12694_SFJ0036,SHAH KOTHARI BROS,3,0,3,0,3,0,PN Exceeds
2024-12-06,2024-12-09,PR201008981,DN301006847,407_11512_08605X,SHRIJI PHARMA,1,1,1,1,0,0,Exact Match
2024-11-14,2024-11-15,PR201008675,DN201006636,370_9378_NR7JT61,K B SHAH AND CO,5,5,5,5,0,0,Exact Match
2024-12-17,,PR201009181,,370_4111_GTE0082A,K B SHAH AND CO,3,0,3,0,3,0,PN Exceeds
2024-12-06,2024-12-06,PR201008996,DN201006401,388_13732_4240180,PHARMA DISTRIBUTOR,2,2,2,2,0,0,Exact Match
2024-10-23,2024-11-08,PR201008415,DN201006354,370_8889_FHY0909,K B SHAH AND CO,1,1,1,1,0,0,Exact Match
2024-10-23,2024-10-23,PR201008447,DN201005826,371_1910_XT240017,K.CHIMANLAL  CO,2,2,2,2,0,0,Exact Match
2024-10-10,2024-11-20,PR201008281,DN201006577,386_2165_LAC2233A,PARAS DISTRIBUTORS,1,1,1,1,0,0,Exact Match
2024-10-10,2024-10-12,PR201008293,DN201006222,399_13424_GTQ22022A,SHAH KOTHARI BROS,1,1,1,1,0,0,Exact Match
,2024-11-01,,DN201006320,400_10296_MRJ0123,SHAH MEDICAL STORE,0,17,0,17,0,17,CN Exceeds
2024-12-13,2024-12-14,PR201009144,DN201006490,356_3286_V2301077,ATUL MEDICAL AGENCY,1,1,1,1,0,0,Exact Match
2024-11-14,2024-11-20,PR201008654,DN201006507,356_8230_2NU5J002,ATUL MEDICAL AGENCY,4,4,4,4,0,0,Exact Match
,2024-09-14,,DN201005644,407_1504_BGR1479,SHRIJI PHARMA,0,3,0,3,0,3,CN Exceeds
2024-10-10,2024-11-01,PR201008307,DN201006314,400_14356_2KB3J010,SHAH MEDICAL STORE,1,1,1,1,0,0,Exact Match
2024-12-17,2024-12-17,PR201009208,DN201006506,401_4470_EKH014004AK,SHARDA MEDICAL AGENCY (E),5,5,5,5,0,0,Exact Match
2024-12-31,2024-12-31,PR201009371,DN201006661,401_4470_EKH014004AK,SHARDA MEDICAL AGENCY (E),3,3,3,3,0,0,Exact Match
2024-11-16,,PR201008782,,397_9091_CH041222,SANJIVANI MEDICINES PRIVATE LIMITED,2,0,2,0,2,0,PN Exceeds
,2024-10-02,,DN201006076,407_19242_KTC2301A,SHRIJI PHARMA,0,1,0,1,0,1,CN Exceeds
2024-12-18,,PR201009231,,370_7894_MZB23006,K B SHAH AND CO,3,0,3,0,3,0,PN Exceeds
2024-12-12,,PR201009073,,370_19832_GT01253,K B SHAH AND CO,2,0,2,0,2,0,PN Exceeds
2024-12-12,2024-12-16,PR201009124,DN301006849,407_16936_23440474,SHRIJI PHARMA,2,2,2,2,0,0,Exact Match
2024-12-12,,PR201009076,,371_13832_TT23023,K.CHIMANLAL  CO,2,0,2,0,2,0,PN Exceeds
2024-11-16,2024-11-20,PR201008777,DN201006581,386_9402_HTH0260,PARAS DISTRIBUTORS,7,7,7,7,0,0,Exact Match
2024-10-06,2024-10-17,PR201008212,DN201006072,407_6553_PCG0922,SHRIJI PHARMA,2,2,2,2,0,0,Exact Match
2024-11-06,2024-12-07,PR201008561,DN301006709,407_6553_PCG0922,SHRIJI PHARMA,1,3,1,1,0,2,CN Exceeds
2024-11-14,2024-12-07,PR201008715,DN301006670,407_6553_PCG0922,SHRIJI PHARMA,2,2,2,2,0,2,CN Exceeds
2024-11-16,2024-12-09,PR201008794,DN301006844,407_6553_PCG0922,SHRIJI PHARMA,3,1,3,3,0,0,Exact Match
2024-12-12,,PR201009125,,407_6553_PCG0922,SHRIJI PHARMA,2,0,0,0,2,0,PN Exceeds
